fecha,sector,region,producto,unidades,monto
2026-03-05,Sector 2,África,Agua,4,11580
2026-03-05,Sector 5,América,Cola Zero,2,7890
2026-03-05,Sector 4,Asia,Cola Zero,3,15740
2026-03-06,Sector 3,América,Sprite,1,4400
2026-03-06,Sector 1,Asia,Cola Zero,2,8140
2026-03-06,Sector 5,Oceanía,Cola Zero,2,7710
2026-03-06,Sector 3,África,Cola Original,2,10950
2026-03-06,Sector 3,Europa,Fanta,2,6800
2026-03-06,Sector 3,Europa,Cola Original,1,6160
2026-03-06,Sector 1,Oceanía,Cola Original,1,4570
2026-03-06,Sector 2,Asia,Cola Zero,3,12890
2026-03-06,Sector 1,Asia,Cola Zero,2,11070
2026-03-06,Sector 4,Europa,Sprite,3,10650
2026-03-06,Sector 3,Asia,Cola Zero,2,8060
2026-03-06,Sector 4,Oceanía,Cola Original,2,8400
2026-03-06,Sector 3,África,Cola Original,3,14510
2026-03-06,Sector 4,Oceanía,Cola Zero,2,8150
2026-03-07,Sector 5,América,Sprite,1,4360
2026-03-07,Sector 4,Asia,Cola Zero,3,13140
2026-03-07,Sector 5,África,Cola Original,3,15040
2026-03-07,Sector 4,África,Cola Original,5,24660
2026-03-07,Sector 3,Asia,Agua,2,5930
2026-03-07,Sector 2,América,Fanta,2,5850
2026-03-07,Sector 3,América,Cola Zero,1,4400
2026-03-07,Sector 5,Oceanía,Fanta,1,5120
2026-03-08,Sector 2,África,Cola Original,3,14580
2026-03-08,Sector 2,Oceanía,Sprite,2,7100
2026-03-08,Sector 4,África,Cola Original,5,23810
2026-03-08,Sector 1,Asia,Cola Original,2,8360
2026-03-08,Sector 2,Asia,Agua,4,9570
2026-03-09,Sector 3,Europa,Cola Zero,2,8930
2026-03-09,Sector 2,Asia,Agua,4,9110
2026-03-09,Sector 3,Asia,Cola Original,2,8850
2026-03-09,Sector 4,Europa,Sprite,3,12110
2026-03-09,Sector 2,Oceanía,Sprite,1,5670
2026-03-09,Sector 5,África,Sprite,3,11420
2026-03-09,Sector 1,Oceanía,Agua,1,3090
2026-03-09,Sector 1,Asia,Cola Zero,2,10490
2026-03-09,Sector 1,Oceanía,Fanta,1,4790
2026-03-09,Sector 1,América,Agua,1,3630
2026-03-09,Sector 1,Oceanía,Fanta,1,5160
2026-03-10,Sector 5,Oceanía,Cola Original,2,7130
2026-03-10,Sector 3,América,Fanta,1,3030
2026-03-10,Sector 4,Asia,Agua,4,10890
2026-03-10,Sector 1,América,Agua,1,3300
2026-03-10,Sector 5,América,Cola Zero,1,6910
2026-03-10,Sector 1,Oceanía,Fanta,1,4640
2026-03-10,Sector 3,América,Cola Zero,1,4430
2026-03-10,Sector 4,África,Fanta,4,15010
2026-03-11,Sector 4,Europa,Cola Zero,3,13650
2026-03-11,Sector 2,África,Fanta,4,12920
2026-03-11,Sector 2,Oceanía,Sprite,1,4720
2026-03-11,Sector 1,Asia,Sprite,3,10140
2026-03-11,Sector 4,Asia,Agua,4,9430
2026-03-11,Sector 1,Oceanía,Sprite,1,4880
2026-03-11,Sector 3,Oceanía,Fanta,1,4200
2026-03-12,Sector 1,Oceanía,Sprite,1,4930
2026-03-12,Sector 3,Asia,Agua,2,5600
2026-03-12,Sector 2,Oceanía,Cola Original,2,7300
2026-03-12,Sector 2,Europa,Cola Original,3,11420
2026-03-12,Sector 3,Oceanía,Cola Zero,1,3970
2026-03-12,Sector 3,Europa,Cola Original,1,6090
2026-03-13,Sector 4,Asia,Cola Zero,4,19500
2026-03-13,Sector 3,Europa,Agua,2,5770
2026-03-13,Sector 1,América,Agua,1,3640
2026-03-13,Sector 2,África,Agua,4,10950
2026-03-13,Sector 3,Asia,Fanta,2,7770
2026-03-13,Sector 2,Asia,Cola Original,3,12960
2026-03-13,Sector 4,Asia,Sprite,4,14570
2026-03-13,Sector 5,América,Cola Original,1,6420
2026-03-13,Sector 5,Asia,Agua,3,7410
2026-03-13,Sector 4,África,Cola Zero,5,21880
2026-03-13,Sector 3,Oceanía,Cola Zero,1,4380
2026-03-14,Sector 5,Oceanía,Cola Original,1,5780
2026-03-14,Sector 2,Asia,Sprite,2,8950
2026-03-14,Sector 5,Europa,Cola Zero,2,9770
2026-03-14,Sector 3,Asia,Cola Zero,2,7830
2026-03-15,Sector 4,Oceanía,Agua,3,7220
2026-03-15,Sector 1,Asia,Fanta,2,8110
2026-03-15,Sector 4,Oceanía,Agua,2,6070
2026-03-15,Sector 1,América,Agua,1,3280
2026-03-15,Sector 3,América,Agua,1,3020
2026-03-15,Sector 5,América,Sprite,1,5000
2026-03-15,Sector 2,Oceanía,Agua,2,5560
2026-03-15,Sector 4,Oceanía,Agua,3,7150
2026-03-15,Sector 4,América,Sprite,2,8550
2026-03-15,Sector 2,América,Sprite,1,4940
2026-03-15,Sector 2,Oceanía,Sprite,1,5520
2026-03-16,Sector 4,América,Agua,2,6080
2026-03-16,Sector 2,Europa,Cola Original,3,12410
2026-03-16,Sector 2,Europa,Sprite,2,8060
2026-03-16,Sector 3,Europa,Fanta,2,5350
2026-03-16,Sector 5,Oceanía,Fanta,2,5920
2026-03-17,Sector 1,Asia,Cola Original,2,10360
2026-03-17,Sector 4,Oceanía,Cola Zero,2,8300
2026-03-17,Sector 5,Oceanía,Fanta,1,4030
2026-03-17,Sector 4,Asia,Cola Original,3,14020
2026-03-17,Sector 5,América,Sprite,1,4640
2026-03-18,Sector 3,Asia,Fanta,2,7150
2026-03-18,Sector 1,África,Cola Zero,3,14680
2026-03-18,Sector 2,Asia,Cola Zero,3,15620
2026-03-18,Sector 5,África,Agua,4,10390
2026-03-18,Sector 3,África,Cola Zero,2,11140
2026-03-18,Sector 2,África,Fanta,3,12070
2026-03-18,Sector 3,Asia,Sprite,2,8100
2026-03-18,Sector 2,Asia,Sprite,3,10510
2026-03-18,Sector 1,Oceanía,Agua,1,3830
2026-03-18,Sector 1,Asia,Agua,2,5730
2026-03-18,Sector 2,África,Fanta,3,11370
2026-03-18,Sector 2,Oceanía,Agua,2,4990
2026-03-18,Sector 5,Asia,Agua,4,10050
2026-03-18,Sector 3,América,Sprite,1,4290
2026-03-18,Sector 2,Oceanía,Sprite,2,6880
2026-03-19,Sector 3,Asia,Fanta,2,7860
2026-03-19,Sector 4,Oceanía,Cola Original,2,10360
2026-03-19,Sector 5,América,Fanta,2,5390
2026-03-19,Sector 5,Europa,Fanta,2,8480
2026-03-19,Sector 1,América,Cola Original,1,4820
2026-03-20,Sector 5,América,Agua,2,4890
2026-03-20,Sector 1,Europa,Sprite,2,7290
2026-03-20,Sector 1,Europa,Fanta,2,7130
2026-03-20,Sector 4,Europa,Agua,3,6970
2026-03-20,Sector 4,Oceanía,Agua,2,5050
2026-03-20,Sector 2,Asia,Cola Zero,3,15240
2026-03-20,Sector 1,Asia,Fanta,3,9260
2026-03-20,Sector 3,África,Fanta,2,8730
2026-03-20,Sector 3,Europa,Fanta,1,4910
2026-03-20,Sector 5,África,Fanta,4,13400
2026-03-20,Sector 5,Oceanía,Sprite,1,4370
2026-03-20,Sector 5,Europa,Agua,2,5730
2026-03-21,Sector 3,Europa,Cola Original,1,6270
2026-03-21,Sector 2,Europa,Cola Original,2,10910
2026-03-21,Sector 2,Europa,Fanta,2,7800
2026-03-21,Sector 3,África,Cola Original,3,12820
2026-03-21,Sector 1,África,Fanta,3,12140
2026-03-21,Sector 5,África,Fanta,4,13480
2026-03-21,Sector 4,Oceanía,Agua,3,6700
2026-03-22,Sector 4,Asia,Fanta,4,14310
2026-03-22,Sector 4,Europa,Cola Zero,3,14810
2026-03-22,Sector 3,Europa,Cola Original,2,6780
2026-03-22,Sector 2,África,Cola Original,3,14480
2026-03-22,Sector 5,Asia,Sprite,2,9180
2026-03-23,Sector 3,Oceanía,Agua,1,3130
2026-03-23,Sector 1,Asia,Cola Zero,2,10970
2026-03-23,Sector 1,Europa,Cola Original,1,6240
2026-03-23,Sector 2,África,Cola Original,3,14050
2026-03-23,Sector 3,África,Cola Original,2,10600
2026-03-23,Sector 4,Europa,Cola Original,3,15260
2026-03-23,Sector 1,Oceanía,Fanta,1,3640
2026-03-24,Sector 4,Oceanía,Cola Zero,2,8480
2026-03-24,Sector 1,América,Cola Zero,1,5690
2026-03-24,Sector 1,Oceanía,Cola Zero,1,5780
2026-03-24,Sector 5,América,Cola Original,1,6490
2026-03-24,Sector 3,América,Agua,1,3460
2026-03-24,Sector 5,Europa,Agua,3,7490
2026-03-25,Sector 4,África,Cola Original,4,19110
2026-03-25,Sector 4,Oceanía,Fanta,2,6970
2026-03-25,Sector 5,Oceanía,Sprite,2,6310
2026-03-25,Sector 5,Oceanía,Cola Original,1,5480
2026-03-25,Sector 5,África,Cola Original,4,19100
2026-03-25,Sector 2,América,Cola Zero,2,8010
2026-03-25,Sector 4,Oceanía,Cola Zero,2,8260
2026-03-25,Sector 4,Europa,Cola Original,2,9810
2026-03-25,Sector 3,África,Sprite,2,9120
2026-03-25,Sector 1,Asia,Agua,2,6500
2026-03-25,Sector 1,Oceanía,Cola Original,1,4360
2026-03-26,Sector 5,América,Cola Original,1,6270
2026-03-26,Sector 1,América,Cola Zero,1,4430
2026-03-26,Sector 5,Asia,Cola Zero,3,12310
2026-03-26,Sector 2,América,Fanta,2,5620
2026-03-26,Sector 4,Asia,Sprite,4,13420
2026-03-26,Sector 4,Asia,Cola Zero,4,17680
2026-03-26,Sector 5,Europa,Sprite,3,9630
2026-03-27,Sector 5,Oceanía,Cola Zero,2,7510
2026-03-27,Sector 2,Oceanía,Cola Zero,2,8470
2026-03-27,Sector 2,África,Agua,5,13820
2026-03-27,Sector 2,Oceanía,Sprite,2,6060
2026-03-27,Sector 5,Europa,Cola Zero,2,9330
2026-03-27,Sector 4,África,Fanta,5,16620
2026-03-27,Sector 4,Oceanía,Fanta,2,6410
2026-03-27,Sector 5,Oceanía,Cola Original,1,5020
2026-03-27,Sector 2,África,Agua,6,14610
2026-03-27,Sector 4,Oceanía,Cola Original,2,6750
2026-03-28,Sector 2,Oceanía,Sprite,2,6080
2026-03-28,Sector 5,Europa,Sprite,2,8480
2026-03-28,Sector 5,Oceanía,Cola Original,2,6980
2026-03-28,Sector 5,África,Sprite,3,11530
2026-03-28,Sector 2,América,Sprite,2,6360
2026-03-28,Sector 4,África,Sprite,4,17050
2026-03-28,Sector 2,Oceanía,Cola Original,1,6300
2026-03-28,Sector 3,África,Agua,3,9060
2026-03-28,Sector 2,América,Cola Original,1,6740
2026-03-28,Sector 4,Europa,Cola Zero,2,11620
2026-03-28,Sector 5,Oceanía,Fanta,1,4460
2026-03-28,Sector 3,África,Sprite,3,12070
2026-03-28,Sector 2,Asia,Agua,4,10270
2026-04-01,Sector 1,Asia,Sprite,2,7680
2026-04-01,Sector 3,América,Cola Zero,1,5950
2026-04-01,Sector 2,América,Sprite,2,6830
2026-04-01,Sector 1,África,Cola Zero,3,16680
2026-04-01,Sector 4,Oceanía,Agua,3,7250
2026-04-01,Sector 4,África,Cola Zero,4,19560
2026-04-01,Sector 3,Europa,Agua,2,5030
2026-04-01,Sector 5,Oceanía,Cola Zero,1,6130
2026-04-01,Sector 1,Asia,Cola Original,2,8880
2026-04-01,Sector 1,Europa,Agua,2,4860
2026-04-01,Sector 5,África,Cola Original,4,15900
2026-04-01,Sector 2,África,Fanta,4,14110
2026-04-02,Sector 1,Europa,Cola Original,2,9450
2026-04-02,Sector 5,Oceanía,Agua,2,4870
2026-04-02,Sector 2,África,Sprite,5,17740
2026-04-02,Sector 1,Oceanía,Cola Original,1,4300
2026-04-02,Sector 2,América,Cola Zero,2,7910
2026-04-02,Sector 5,Asia,Agua,4,10010
2026-04-02,Sector 1,América,Cola Zero,1,4290
2026-04-02,Sector 3,Asia,Sprite,2,6100
2026-04-02,Sector 2,Oceanía,Sprite,1,5420
2026-04-02,Sector 1,Asia,Fanta,2,7880
2026-04-03,Sector 1,África,Cola Original,4,16560
2026-04-03,Sector 3,Europa,Cola Original,1,6630
2026-04-03,Sector 2,América,Agua,2,4260
2026-04-03,Sector 2,Asia,Agua,3,7460
2026-04-03,Sector 3,Europa,Cola Zero,1,5940
2026-04-03,Sector 2,África,Sprite,3,11810
2026-04-04,Sector 1,América,Agua,1,3740
2026-04-04,Sector 4,Asia,Agua,5,12890
2026-04-04,Sector 4,África,Cola Zero,5,24260
2026-04-04,Sector 4,África,Cola Zero,5,24910
2026-04-04,Sector 1,África,Agua,4,10130
2026-04-04,Sector 1,Asia,Cola Zero,2,11030
2026-04-04,Sector 3,América,Agua,1,2650
2026-04-04,Sector 1,Oceanía,Fanta,1,4570
2026-04-05,Sector 3,América,Cola Zero,1,4040
2026-04-05,Sector 5,Asia,Cola Original,3,13480
2026-04-05,Sector 1,Oceanía,Agua,1,3430
2026-04-05,Sector 5,Oceanía,Sprite,2,5980
2026-04-05,Sector 3,Europa,Cola Zero,2,7930
2026-04-05,Sector 3,Oceanía,Sprite,1,3520
2026-04-05,Sector 4,Asia,Cola Original,3,14010
2026-04-05,Sector 5,Oceanía,Cola Zero,1,7000
2026-04-05,Sector 5,América,Cola Original,2,6980
2026-04-06,Sector 2,Oceanía,Fanta,2,6220
2026-04-06,Sector 1,África,Fanta,4,12330
2026-04-06,Sector 4,Europa,Cola Zero,3,15800
2026-04-06,Sector 1,Asia,Sprite,3,9590
2026-04-06,Sector 1,Asia,Cola Zero,2,8530
2026-04-07,Sector 2,África,Cola Zero,3,15430
2026-04-07,Sector 3,África,Cola Zero,3,14980
2026-04-07,Sector 5,Asia,Cola Original,2,10800
2026-04-07,Sector 3,Europa,Sprite,1,5480
2026-04-07,Sector 5,África,Sprite,4,15780
2026-04-07,Sector 3,Europa,Fanta,1,5110
2026-04-07,Sector 1,Oceanía,Cola Zero,1,4870
2026-04-07,Sector 5,Oceanía,Cola Original,2,7700
2026-04-07,Sector 1,América,Agua,2,3980
2026-04-08,Sector 5,América,Cola Original,1,6460
2026-04-08,Sector 4,Oceanía,Sprite,2,6170
2026-04-08,Sector 2,América,Fanta,2,6290
2026-04-08,Sector 2,Asia,Sprite,3,9570
2026-04-08,Sector 3,África,Sprite,2,8510
2026-04-08,Sector 1,Europa,Sprite,2,6030
2026-04-09,Sector 3,Oceanía,Fanta,1,4130
2026-04-09,Sector 4,Europa,Sprite,2,9040
2026-04-09,Sector 1,África,Cola Original,3,11690
2026-04-09,Sector 1,América,Fanta,1,4360
2026-04-09,Sector 3,Oceanía,Sprite,1,4050
2026-04-09,Sector 3,Europa,Cola Zero,2,7860
2026-04-09,Sector 3,Asia,Cola Zero,2,7510
2026-04-09,Sector 2,América,Fanta,2,5370
2026-04-10,Sector 1,África,Agua,3,8820
2026-04-10,Sector 2,Oceanía,Cola Zero,1,7010
2026-04-10,Sector 1,América,Cola Zero,1,4420
2026-04-10,Sector 1,África,Sprite,3,12850
2026-04-10,Sector 5,Asia,Agua,4,9800
2026-04-10,Sector 4,América,Fanta,2,5490
2026-04-10,Sector 1,Oceanía,Sprite,1,5280
2026-04-10,Sector 5,Oceanía,Agua,2,4610
2026-04-10,Sector 1,América,Sprite,1,3610
2026-04-10,Sector 4,Europa,Agua,3,7270
2026-04-11,Sector 5,Asia,Cola Original,2,9380
2026-04-11,Sector 3,África,Cola Zero,3,15660
2026-04-11,Sector 3,Asia,Fanta,2,8270
2026-04-11,Sector 1,Asia,Cola Original,3,11950
2026-04-11,Sector 5,Europa,Fanta,3,9100
2026-04-12,Sector 2,Europa,Agua,3,6700
2026-04-12,Sector 3,África,Sprite,3,10390
2026-04-12,Sector 4,Europa,Sprite,2,8730
2026-04-12,Sector 4,África,Sprite,5,20020
2026-04-12,Sector 3,Europa,Sprite,1,5280
2026-04-12,Sector 1,Europa,Agua,2,6280
2026-04-13,Sector 3,Asia,Sprite,2,6050
2026-04-13,Sector 1,América,Cola Original,1,6280
2026-04-13,Sector 5,Oceanía,Agua,1,3710
2026-04-13,Sector 5,África,Sprite,4,14840
2026-04-13,Sector 4,Asia,Fanta,3,10320
2026-04-13,Sector 5,América,Cola Original,2,6790
2026-04-14,Sector 3,América,Cola Original,1,5410
2026-04-14,Sector 3,Europa,Cola Zero,2,7540
2026-04-14,Sector 2,América,Sprite,1,5330
2026-04-14,Sector 4,Europa,Agua,3,8880
2026-04-14,Sector 5,Oceanía,Agua,2,4070
2026-04-14,Sector 4,Europa,Agua,3,8100
2026-04-14,Sector 1,Asia,Agua,3,7130
2026-04-14,Sector 5,Europa,Sprite,2,8990
2026-04-14,Sector 3,Europa,Fanta,1,5120
2026-04-14,Sector 4,África,Sprite,5,19560
2026-04-14,Sector 5,América,Fanta,1,4470
2026-04-14,Sector 5,África,Agua,4,9360
2026-04-14,Sector 2,América,Cola Zero,2,7590
2026-04-15,Sector 3,Europa,Agua,2,4510
2026-04-15,Sector 3,Asia,Agua,2,5180
2026-04-15,Sector 4,Oceanía,Cola Original,2,8070
2026-04-15,Sector 2,Europa,Agua,3,6850
2026-04-15,Sector 1,Asia,Agua,2,5880
2026-04-15,Sector 3,América,Sprite,1,4620
2026-04-15,Sector 2,América,Cola Original,1,6030
2026-04-15,Sector 2,África,Cola Zero,4,19740
2026-04-16,Sector 4,Asia,Agua,4,10030
2026-04-16,Sector 5,Oceanía,Cola Original,1,5250
2026-04-16,Sector 4,África,Sprite,6,20980
2026-04-16,Sector 4,América,Fanta,2,8060
2026-04-17,Sector 5,América,Fanta,1,4020
2026-04-17,Sector 1,Asia,Fanta,2,7210
2026-04-17,Sector 5,Oceanía,Cola Zero,2,7460
2026-04-17,Sector 1,Europa,Cola Original,2,6890
2026-04-17,Sector 1,Asia,Agua,3,8200
2026-04-17,Sector 3,América,Sprite,1,3550
2026-04-17,Sector 2,América,Cola Zero,2,7220
2026-04-17,Sector 3,Asia,Cola Original,2,8420
2026-04-18,Sector 5,Asia,Cola Zero,3,14650
2026-04-18,Sector 5,Europa,Cola Zero,2,11280
2026-04-18,Sector 5,Asia,Cola Original,2,10670
2026-04-18,Sector 4,África,Cola Zero,5,23940
2026-04-18,Sector 2,Europa,Fanta,3,9970
2026-04-18,Sector 5,América,Cola Zero,2,7350
2026-04-18,Sector 5,África,Agua,4,9640
2026-04-18,Sector 4,Europa,Fanta,2,8700
2026-04-18,Sector 2,América,Sprite,1,5530
2026-04-18,Sector 5,África,Fanta,4,15730
2026-04-18,Sector 1,América,Sprite,1,4640
2026-04-18,Sector 2,África,Cola Zero,3,16670
2026-04-18,Sector 1,América,Agua,2,4260
2026-04-19,Sector 3,América,Cola Original,1,4140
2026-04-19,Sector 3,Asia,Cola Original,2,7310
2026-04-19,Sector 5,Europa,Sprite,2,7180
2026-04-19,Sector 3,América,Cola Original,1,3950
2026-04-19,Sector 2,Oceanía,Cola Zero,2,8170
2026-04-19,Sector 2,Oceanía,Sprite,1,5440
2026-04-19,Sector 2,África,Cola Original,3,14830
2026-04-19,Sector 1,Europa,Cola Original,2,8370
2026-04-19,Sector 4,Europa,Cola Original,3,15360
2026-04-20,Sector 2,África,Cola Original,4,19430
2026-04-20,Sector 4,Asia,Sprite,4,13960
2026-04-20,Sector 1,América,Cola Original,1,4910
2026-04-20,Sector 4,Asia,Sprite,4,14980
2026-04-20,Sector 4,África,Agua,6,14750
2026-04-20,Sector 4,África,Cola Original,5,23510
2026-04-20,Sector 1,América,Sprite,1,3670
2026-04-20,Sector 1,Oceanía,Cola Original,1,5550
2026-04-20,Sector 2,Oceanía,Cola Zero,1,6480
2026-04-20,Sector 1,África,Cola Zero,3,13490
2026-04-20,Sector 2,Europa,Cola Zero,2,11210
2026-04-20,Sector 1,América,Sprite,1,4730
2026-04-21,Sector 2,África,Cola Original,4,19520
2026-04-21,Sector 5,América,Agua,2,4450
2026-04-21,Sector 2,Oceanía,Sprite,2,6360
2026-04-21,Sector 3,Asia,Agua,2,5920
2026-04-21,Sector 1,Oceanía,Cola Zero,1,4710
2026-04-21,Sector 5,África,Cola Zero,4,17400
2026-04-22,Sector 1,Europa,Sprite,2,6310
2026-04-22,Sector 5,Asia,Cola Original,3,13740
2026-04-22,Sector 3,Asia,Sprite,2,7230
2026-04-22,Sector 1,Europa,Fanta,2,7270
2026-04-22,Sector 3,Europa,Cola Zero,2,7310
2026-04-22,Sector 2,África,Fanta,5,16580
2026-04-22,Sector 5,África,Cola Original,4,17530
2026-04-22,Sector 5,África,Cola Original,3,15650
2026-04-23,Sector 1,África,Sprite,3,9800
2026-04-23,Sector 1,Europa,Sprite,1,5480
2026-04-23,Sector 4,África,Sprite,5,18120
2026-04-23,Sector 5,Asia,Fanta,3,11240
2026-04-23,Sector 4,Europa,Cola Zero,2,10340
2026-04-23,Sector 4,Europa,Agua,4,9810
2026-04-23,Sector 1,Oceanía,Cola Original,1,5150
2026-04-23,Sector 1,América,Fanta,1,3290
2026-04-23,Sector 5,Asia,Agua,4,9820
2026-04-23,Sector 3,América,Fanta,1,3380
2026-04-24,Sector 5,Oceanía,Cola Original,1,6710
2026-04-24,Sector 5,Oceanía,Cola Original,1,5160
2026-04-24,Sector 5,Oceanía,Sprite,2,6570
2026-04-24,Sector 5,Asia,Cola Zero,3,12730
2026-04-24,Sector 1,África,Agua,4,11420
2026-04-24,Sector 1,Asia,Cola Zero,2,8570
2026-04-24,Sector 5,Asia,Sprite,2,9080
2026-04-24,Sector 4,Europa,Cola Zero,3,12820
2026-04-24,Sector 2,América,Cola Original,2,7610
2026-04-25,Sector 5,África,Sprite,4,15780
2026-04-25,Sector 3,Europa,Sprite,2,6530
2026-04-25,Sector 4,Asia,Agua,4,9830
2026-04-26,Sector 3,África,Fanta,3,8980
2026-04-26,Sector 3,Oceanía,Cola Original,1,4200
2026-04-26,Sector 3,Asia,Fanta,2,6550
2026-04-26,Sector 2,América,Agua,2,5050
2026-04-26,Sector 3,África,Sprite,3,12520
2026-04-26,Sector 4,Oceanía,Agua,2,5120
2026-04-26,Sector 4,África,Sprite,4,14900
2026-04-26,Sector 2,América,Sprite,2,6640
2026-04-26,Sector 2,Asia,Fanta,4,12400
2026-04-27,Sector 5,Europa,Agua,2,6080
2026-04-27,Sector 5,América,Fanta,1,5170
2026-04-27,Sector 3,Oceanía,Sprite,1,4580
2026-04-27,Sector 3,Oceanía,Cola Original,1,4070
2026-04-27,Sector 3,Oceanía,Fanta,1,3470
2026-04-27,Sector 3,Europa,Sprite,2,6440
2026-04-27,Sector 5,Europa,Sprite,2,6750
2026-04-27,Sector 5,Asia,Cola Zero,2,10270
2026-04-28,Sector 4,Asia,Fanta,4,13950
2026-04-28,Sector 1,Europa,Agua,2,6430
2026-04-28,Sector 5,Oceanía,Cola Original,1,6270
2026-04-28,Sector 1,Oceanía,Cola Zero,1,6760
2026-04-28,Sector 4,América,Fanta,2,5390
2026-04-28,Sector 1,África,Fanta,3,10290
2026-05-01,Sector 3,Asia,Cola Original,2,10770
2026-05-01,Sector 2,Asia,Cola Original,3,11650
2026-05-01,Sector 5,Oceanía,Sprite,1,4710
2026-05-01,Sector 4,América,Agua,2,4740
2026-05-01,Sector 2,Oceanía,Cola Zero,2,7410
2026-05-01,Sector 4,Asia,Cola Zero,3,15460
2026-05-01,Sector 5,Oceanía,Sprite,1,4500
2026-05-01,Sector 2,Asia,Cola Original,3,14350
2026-05-01,Sector 2,Asia,Fanta,3,10730
2026-05-01,Sector 5,América,Cola Original,2,6830
2026-05-02,Sector 2,Oceanía,Agua,2,3920
2026-05-02,Sector 1,Europa,Sprite,2,6570
2026-05-02,Sector 2,Oceanía,Cola Original,1,6700
2026-05-02,Sector 1,África,Sprite,3,12560
2026-05-02,Sector 2,Europa,Sprite,3,9510
2026-05-03,Sector 2,Oceanía,Cola Original,2,6780
2026-05-03,Sector 4,África,Agua,6,15910
2026-05-03,Sector 3,América,Sprite,1,3810
2026-05-03,Sector 4,Asia,Fanta,4,14940
2026-05-03,Sector 1,América,Cola Original,1,4540
2026-05-03,Sector 1,África,Fanta,3,10690
2026-05-03,Sector 5,Asia,Agua,3,7800
2026-05-03,Sector 2,Europa,Cola Original,3,12390
2026-05-03,Sector 5,Oceanía,Agua,2,4430
2026-05-04,Sector 1,Asia,Cola Zero,2,9650
2026-05-04,Sector 5,América,Fanta,1,4660
2026-05-04,Sector 4,África,Sprite,4,16030
2026-05-04,Sector 4,África,Cola Original,5,20500
2026-05-04,Sector 1,América,Cola Zero,1,5340
2026-05-04,Sector 5,Oceanía,Fanta,2,6020
2026-05-04,Sector 4,Asia,Cola Original,3,14710
2026-05-04,Sector 2,África,Sprite,4,14680
2026-05-04,Sector 1,Asia,Cola Zero,2,11760
2026-05-04,Sector 3,Oceanía,Cola Zero,1,4690
2026-05-04,Sector 4,Oceanía,Sprite,2,8470
2026-05-05,Sector 1,Oceanía,Sprite,1,4900
2026-05-05,Sector 2,Oceanía,Fanta,1,4480
2026-05-05,Sector 1,América,Fanta,1,4520
2026-05-05,Sector 5,Europa,Sprite,2,9330
2026-05-05,Sector 1,Europa,Agua,2,6230
2026-05-05,Sector 2,Europa,Cola Zero,2,10210
2026-05-05,Sector 3,Oceanía,Sprite,1,3900
2026-05-05,Sector 2,Asia,Cola Zero,3,15000
2026-05-06,Sector 1,Europa,Cola Original,2,7490
2026-05-06,Sector 1,Europa,Cola Zero,1,6710
2026-05-06,Sector 4,América,Cola Original,2,10070
2026-05-06,Sector 2,Europa,Cola Original,2,9500
2026-05-06,Sector 3,América,Sprite,1,4360
2026-05-06,Sector 4,Oceanía,Sprite,2,7880
2026-05-06,Sector 3,Asia,Agua,2,5380
2026-05-06,Sector 2,Europa,Fanta,2,6470
2026-05-06,Sector 4,Europa,Agua,3,7780
2026-05-06,Sector 4,Oceanía,Sprite,2,7620
2026-05-06,Sector 5,África,Fanta,4,14160
2026-05-07,Sector 1,América,Agua,1,3480
2026-05-07,Sector 1,Asia,Fanta,2,6440
2026-05-07,Sector 1,África,Agua,4,9740
2026-05-07,Sector 4,África,Fanta,6,19400
2026-05-07,Sector 4,Asia,Cola Original,4,17370
2026-05-07,Sector 3,Asia,Cola Original,2,9720
2026-05-07,Sector 4,América,Cola Original,2,7310
2026-05-07,Sector 3,Asia,Sprite,2,8830
2026-05-08,Sector 4,África,Agua,7,17840
2026-05-08,Sector 4,América,Fanta,2,6390
2026-05-08,Sector 5,África,Cola Original,4,20150
2026-05-08,Sector 2,Oceanía,Sprite,2,6700
2026-05-09,Sector 2,Oceanía,Agua,2,5800
2026-05-09,Sector 4,África,Agua,5,13460
2026-05-09,Sector 2,África,Cola Zero,5,21850
2026-05-09,Sector 5,Oceanía,Agua,2,5320
2026-05-09,Sector 5,América,Sprite,1,4690
2026-05-09,Sector 2,África,Cola Zero,4,17280
2026-05-09,Sector 3,América,Fanta,1,4350
2026-05-09,Sector 5,África,Cola Zero,4,20140
2026-05-09,Sector 2,África,Agua,5,11950
2026-05-09,Sector 5,Asia,Sprite,2,8290
2026-05-10,Sector 1,Asia,Agua,2,6220
2026-05-10,Sector 3,Europa,Fanta,2,5280
2026-05-10,Sector 3,América,Fanta,1,2950
2026-05-10,Sector 1,África,Agua,3,7940
2026-05-10,Sector 2,África,Cola Zero,3,15990
2026-05-10,Sector 2,América,Cola Original,2,8140
2026-05-10,Sector 4,África,Cola Zero,4,19500
2026-05-10,Sector 5,Europa,Fanta,2,8370
2026-05-10,Sector 4,África,Sprite,5,18750
2026-05-11,Sector 4,Oceanía,Fanta,2,6310
2026-05-11,Sector 5,Europa,Fanta,2,8450
2026-05-11,Sector 4,Europa,Sprite,3,9690
2026-05-11,Sector 1,Asia,Cola Zero,3,12260
2026-05-11,Sector 4,Asia,Cola Zero,3,16420
2026-05-11,Sector 1,África,Agua,3,7710
2026-05-11,Sector 4,Europa,Cola Zero,3,15920
2026-05-11,Sector 2,Asia,Fanta,3,11690
2026-05-11,Sector 5,Asia,Fanta,3,11550
